source_id	subjects_num	sessions_num	sessions_min	sessions_max	bold_num	t1w_num	t2w_num	bold_size	t1w_size	bold_size_max	bold_duration_total	bold_duration_mean	bold_voxels_total	bold_voxels_mean	bold_tasks	bold_timepoints	bold_trs	datatypes
ds000001	16	n/a	n/a	n/a	48	16	0	2319818025	85042746	48329542	28800.0	600.0	6672384	139008.0	balloonanalogrisktask	14400	{"2.0":48}	anat,func
