source_id	derivative_id	subjects_num	sessions_num	output_num	output_size	nifti_num	nifti_size	html_num
ds000001	MRIQC-0.16.1	16	n/a	64	0	0	0	0
ds000001	fMRIPrep-21.0.1	16	n/a	5312	126804661032	1888	111946876514	288
